Country,Year,Region,Disease_Name,Prevalence_Rate,Incidence_Rate,Mortality_Rate,Recovery_Rate,Healthcare_Access_Index,Hospital_Beds_per_1000,Doctors_per_1000,Vaccination_Coverage,Life_Expectancy,Median_Age,Urban_Population_Percent,GDP_Per_Capita,Health_Expenditure_Percent_GDP,Population,Male_Female_Ratio,Smoking_Prevalence
India,2022,West,COVID-19,847.78,1899.73,10.27,86.16,65.0,11.19,3.45,77.54,55,22,49.05,6097,2.2,98775586,0.9,25.31
India,2018,South,COVID-19,4982.35,892.62,4.67,52.57,73.46,13.91,4.06,78.07,73,27,27.67,4771,3.61,116211274,0.98,27.0
India,2006,East,Asthma,4893.13,1526.18,10.42,54.15,70.79,11.64,0.36,71.57,61,22,49.36,2045,5.57,16252166,1.07,33.72
India,2013,Central,Diabetes,529.01,1279.08,7.54,49.67,45.67,2.36,1.77,39.14,55,20,34.66,5645,3.68,178595772,1.0,31.08
India,2018,Central,Cancer,2783.87,1189.21,2.22,53.96,24.96,10.76,4.34,89.4,63,30,27.65,2310,2.87,27811170,0.9,17.6
India,2016,South,HIV/AIDS,4421.79,1894.33,10.11,45.34,73.4,7.91,2.99,79.83,63,27,29.06,4194,5.63,37924601,0.94,24.67
India,2024,North,Asthma,1116.12,752.77,16.65,84.93,83.06,13.71,7.3,59.31,63,28,46.85,7342,5.58,144344574,1.02,29.47
India,2003,North,Malaria,2049.31,229.79,4.05,69.96,61.55,2.34,0.18,92.07,65,21,49.19,5333,4.08,46807646,0.86,14.93
India,2002,West,COVID-19,1026.29,66.26,1.23,57.79,89.23,13.87,4.66,92.06,55,30,44.67,4498,5.53,40216188,0.91,25.65
India,2019,South,COVID-19,3930.24,1250.82,16.05,92.36,26.31,10.82,5.92,90.1,67,32,29.27,2329,4.41,5808303,1.09,16.95
India,2017,Central,Heart Disease,4584.52,404.85,14.4,54.9,81.67,6.99,0.12,58.61,57,30,37.45,1678,3.8,26419144,0.89,19.2
India,2005,North,Diabetes,4285.14,51.48,0.76,71.72,22.89,13.23,2.23,71.37,61,21,40.37,7971,3.56,1402441,0.99,21.5
India,2023,West,COVID-19,3755.5,403.63,5.87,59.76,50.41,2.93,4.31,52.7,60,20,36.98,5859,3.95,53215716,0.88,34.7
India,2012,South,Heart Disease,2106.15,164.52,3.83,56.64,64.85,1.87,6.04,97.43,56,24,29.77,5336,2.87,118829150,0.85,30.35
India,2021,North,Flu,2388.5,1137.38,10.72,83.91,35.05,12.12,0.81,85.66,72,29,32.98,2738,2.89,47156372,0.93,15.7
India,2001,West,COVID-19,3292.96,751.26,7.5,68.98,71.37,10.91,7.68,55.02,63,31,37.11,4349,2.9,197329862,1.06,30.23
India,2024,Central,Heart Disease,299.05,1769.94,11.19,85.53,26.45,6.59,1.41,64.99,65,32,33.85,2306,2.35,44115906,0.91,31.43
India,2022,North,HIV/AIDS,2873.93,1948.76,14.95,50.8,35.05,14.54,0.86,33.27,58,24,39.16,5979,4.89,78705588,0.95,33.33
India,2007,North,Diabetes,2926.59,565.4,15.79,88.0,52.24,9.53,0.85,37.21,66,26,25.51,2268,4.48,20023021,0.98,21.05
India,2016,Central,COVID-19,2396.84,645.06,17.5,60.06,68.72,8.48,3.94,88.17,68,27,44.75,5355,4.85,185052161,0.9,20.81
India,2018,East,Malaria,2867.18,626.54,7.76,75.81,20.34,10.34,1.86,80.6,67,24,29.2,4463,3.87,140836589,1.08,28.65
India,2004,South,COVID-19,4478.08,1393.97,2.69,71.74,60.22,1.53,7.52,34.52,56,22,36.37,3386,3.33,35346854,0.94,24.39
India,2001,North,HIV/AIDS,2985.88,1405.75,9.41,64.22,67.46,8.05,4.82,51.39,62,30,46.92,6155,5.41,99235859,1.02,10.45
India,2025,West,Flu,3078.86,1968.82,10.64,66.13,63.75,13.74,0.2,71.19,75,33,46.63,7544,4.22,28456280,0.91,28.35
India,2001,West,HIV/AIDS,3039.95,1365.23,10.92,67.65,61.19,7.01,1.43,49.15,55,35,34.35,3094,3.67,191204322,1.03,16.58
India,2024,South,Heart Disease,2867.18,1091.37,11.65,78.95,49.56,4.67,6.99,63.27,75,33,41.09,5782,5.5,184385799,1.07,34.93
India,2016,North,Tuberculosis,1220.67,433.02,14.2,56.92,54.5,0.94,2.57,84.84,72,29,38.14,4985,4.6,48150833,0.95,14.2
India,2006,North,Malaria,1204.19,341.31,8.81,68.65,96.67,8.66,3.71,42.49,57,32,49.77,7888,4.21,65716814,1.03,12.21
India,2015,East,Flu,3830.3,1805.46,16.93,71.38,63.16,8.54,4.47,83.26,68,30,49.89,2699,3.5,104044930,1.01,12.52
India,2008,East,Asthma,3821.42,261.71,19.35,74.63,21.29,12.86,3.74,95.95,70,27,27.63,3437,5.31,138110835,1.06,12.16
India,2017,West,HIV/AIDS,653.45,861.75,11.84,56.38,54.32,1.07,3.17,85.92,56,35,33.19,6282,2.87,96869101,0.92,22.38
India,2013,North,Malaria,864.85,554.91,15.82,63.72,93.91,13.42,1.86,83.2,70,20,33.04,6577,2.11,84479616,1.03,16.32
India,2008,South,HIV/AIDS,2703.64,243.84,18.29,85.07,22.46,4.64,6.97,72.56,62,26,40.66,7602,2.34,123651970,1.03,15.84
India,2012,West,Tuberculosis,2900.29,336.27,1.46,76.54,93.41,7.8,4.56,30.01,63,27,42.12,5597,4.74,21722927,0.89,31.66
India,2007,Central,Asthma,4288.86,1827.43,9.91,52.25,99.61,10.22,2.33,99.33,56,30,45.84,4455,5.01,33589937,1.04,32.29
India,2008,East,Tuberculosis,3913.43,1675.47,3.02,40.69,26.77,10.66,6.24,58.36,66,24,43.14,3118,3.3,155716120,1.05,29.67
India,2010,Central,COVID-19,1407.96,1011.02,5.3,91.84,92.98,13.87,2.27,89.14,61,33,32.27,5527,2.57,127100306,0.87,28.92
India,2025,South,Malaria,4305.82,554.67,15.48,84.03,41.48,0.72,1.0,74.1,72,26,40.76,2631,2.77,62048815,0.92,34.13
India,2013,Central,HIV/AIDS,2329.77,882.55,8.89,56.56,20.29,14.3,5.91,77.57,64,28,26.26,7869,5.56,41962705,1.08,26.52
